,,"apartment 3712","expanded","apartment 3712","level 37","apartments"
,,"apartment 3713","expanded","level 37","apartment 3713","apartments"
,,"apartment 3714","expanded","level 37","apartment 3714","apartments"
,,"Level 38","grouping","level 38","apartments"
,,"apartment 3801","expanded","level 38","apartment 3801","apartments"
,,"apartment 3802","expanded","level 38","apartment 3802","apartments"
,,"apartment 3803","expanded","level 38","apartment 3803","apartments"
,,"apartment 3804","expanded","level 38","apartment 3804","apartments"
,,"apartment 3805","expanded","level 38","apartment 3805","apartments"
,,"apartment 3806","expanded","level 38","apartment 3806","apartments"
,,"apartment 3807","expanded","level 38","apartment 3807","apartments"
,,"apartment 3808","expanded","level 38","apartment 3808","apartments"
,,"apartment 3809","expanded","level 38","apartment 3809","apartments"
,,"apartment 3810","expanded","level 38","apartment 3810","apartments"
,,"apartment 3811","expanded","level 38","apartment 3811","apartments"
,,"apartment 3812","expanded","level 38","apartment 3812","apartments"
,,"apartment 3813","expanded","level 38","apartment 3813","apartments"
,,"apartment 3814","expanded","level 38","apartment 3814","apartments"
,,"Level 39","grouping","level 39","apartments"
,,"apartment 3901","expanded","apartment 3901","level 39","apartments"
,,"apartment 3902","expanded","apartment 3902","level 39","apartments"
,,"apartment 3903","expanded","apartment 3903","level 39","apartments"
,,"apartment 3904","expanded","level 39","apartment 3904","apartments"
,,"apartment 3905","expanded","apartment 3905","level 39","apartments"
,,"apartment 3906","expanded","apartment 3906","level 39","apartments"
,,"apartment 3907","expanded","apartment 3907","level 39","apartments"
,,"apartment 3908","expanded","level 39","apartment 3908","apartments"
,,"apartment 3909","expanded","apartment 3909","level 39","apartments"
,,"apartment 3910","expanded","apartment 3910","level 39","apartments"
,,"apartment 3911","expanded","level 39","apartment 3911","apartments"
,,"apartment 3912","expanded","apartment 3912","level 39","apartments"
,,"apartment 3913","expanded","apartment 3913","level 39","apartments"
,,"apartment 3914","expanded","apartment 3914","level 39","apartments"
,,"Level 40","grouping","level 40","apartments"
,,"apartment 4001","expanded","apartment 4001","level 40","apartments"
,,"apartment 4002","expanded","level 40","apartment 4002","apartments"
,,"apartment 4003","expanded","level 40","apartment 4003","apartments"
,,"apartment 4004","expanded","apartment 4004","level 40","apartments"
,,"apartment 4005","expanded","apartment 4005","level 40","apartments"
,,"apartment 4006","expanded","level 40","apartments","apartment 4006"
,,"apartment 4007","expanded","level 40","apartment 4007","apartments"
,,"apartment 4008","expanded","level 40","apartment 4008","apartments"
,,"apartment 4009","expanded","apartment 4009","level 40","apartments"
,,"apartment 4010","expanded","level 40","apartment 4010","apartments"
,,"apartment 4011","expanded","apartment 4011","level 40","apartments"
,,"apartment 4012","expanded","apartment 4012","level 40","apartments"
,,"apartment 4013","expanded","level 40","apartment 4013","apartments"
,,"apartment 4014","expanded","level 40","apartment 4014","apartments"
,,"Level 41","grouping","level 41","apartments"
,,"apartment 4101","expanded","level 41","apartment 4101","apartments"
,,"apartment 4102","expanded","level 41","apartment 4102","apartments"
,,"apartment 4103","expanded","level 41","apartment 4103","apartments"
,,"apartment 4104","expanded","apartment 4104","level 41","apartments"
,,"apartment 4105","expanded","level 41","apartments","apartment 4105"
,,"apartment 4106","expanded","level 41","apartment 4106","apartments"
,,"apartment 4107","expanded","level 41","apartment 4107","apartments"
,,"apartment 4108","expanded","level 41","apartment 4108","apartments"
,,"apartment 4109","expanded","level 41","apartment 4109","apartments"
,,"apartment 4110","expanded","level 41","apartment 4110","apartments"
,,"apartment 4111","expanded","apartment 4111","level 41","apartments"
,,"apartment 4112","expanded","level 41","apartment 4112","apartments"
,,"apartment 4113","expanded","level 41","apartment 4113","apartments"
,,"apartment 4114","expanded","level 41","apartment 4114","apartments"
,,"Level 42","grouping","level 42","apartments"
,,"apartment 4201","expanded","apartment 4201","level 42","apartments"
,,"apartment 4202","expanded","apartment 4202","level 42","apartments"
,,"apartment 4203","expanded","apartment 4203","level 42","apartments"
,,"apartment 4204","expanded","level 42","apartments","apartment 4204"
,,"apartment 4205","expanded","apartment 4205","level 42","apartments"
,,"apartment 4206","expanded","apartment 4206","level 42","apartments"
,,"apartment 4207","expanded","apartment 4207","level 42","apartments"
,,"apartment 4208","expanded","level 42","apartment 4208","apartments"
,,"apartment 4209","expanded","apartment 4209","level 42","apartments"
,,"apartment 4210","expanded","apartment 4210","level 42","apartments"
,,"apartment 4211","expanded","apartment 4211","level 42","apartments"
,,"apartment 4212","expanded","apartment 4212","level 42","apartments"
,,"apartment 4213","expanded","apartment 4213","level 42","apartments"
,,"apartment 4214","expanded","apartment 4214","level 42","apartments"
,,"Level 43","grouping","level 43","apartments"
,,"apartment 4301","expanded","apartment 4301","level 43","apartments"
,,"apartment 4302","expanded","apartment 4302","level 43","apartments"
,,"apartment 4303","expanded","level 43","apartments","apartment 4303"
,,"apartment 4304","expanded","level 43","apartment 4304","apartments"
,,"apartment 4305","expanded","apartment 4305","level 43","apartments"
,,"apartment 4306","expanded","apartment 4306","level 43","apartments"
,,"apartment 4307","expanded","level 43","apartment 4307","apartments"
,,"apartment 4308","expanded","level 43","apartment 4308","apartments"
,,"apartment 4309","expanded","apartment 4309","level 43","apartments"
,,"apartment 4310","expanded","level 43","apartment 4310","apartments"
,,"apartment 4311","expanded","apartment 4311","level 43","apartments"
,,"apartment 4312","expanded","apartment 4312","level 43","apartments"
,,"apartment 4313","expanded","apartment 4313","level 43","apartments"
,,"apartment 4314","expanded","level 43","apartments","apartment 4314"
,,"Level 44","grouping","level 44","apartments"
,,"apartment 4401","expanded","apartment 4401","level 44","apartments"
,,"apartment 4402","expanded","level 44","apartments","apartment 4402"
,,"apartment 4403","expanded","level 44","apartment 4403","apartments"
,,"apartment 4404","expanded","level 44","apartment 4404","apartments"
,,"apartment 4405","expanded","apartment 4405","level 44","apartments"
,,"apartment 4406","expanded","level 44","apartment 4406","apartments"
,,"apartment 4407","expanded","level 44","apartment 4407","apartments"
,,"apartment 4408","expanded","apartment 4408","level 44","apartments"
,,"apartment 4409","expanded","apartment 4409","level 44","apartments"
,,"apartment 4410","expanded","level 44","apartment 4410","apartments"
,,"apartment 4411","expanded","apartment 4411","level 44","apartments"
,,"apartment 4412","expanded","apartment 4412","level 44","apartments"
,,"apartment 4413","expanded","level 44","apartments","apartment 4413"
,,"apartment 4414","expanded","level 44","apartment 4414","apartments"
,,"Level 45","grouping","level 45","apartments"
,,"apartment 4501","expanded","level 45","apartments","apartment 4501"
,,"apartment 4502","expanded","level 45","apartment 4502","apartments"
,,"apartment 4503","expanded","level 45","apartment 4503","apartments"
,,"apartment 4504","expanded","level 45","apartment 4504","apartments"
,,"apartment 4505","expanded","level 45","apartment 4505","apartments"
,,"apartment 4506","expanded","level 45","apartment 4506","apartments"
,,"apartment 4507","expanded","level 45","apartment 4507","apartments"
,,"apartment 4508","expanded","apartment 4508","level 45","apartments"
,,"apartment 4509","expanded","level 45","apartment 4509","apartments"
,,"apartment 4510","expanded","level 45","apartment 4510","apartments"
,,"apartment 4511","expanded","apartment 4511","level 45","apartments"
,,"apartment 4512","expanded","level 45","apartments","apartment 4512"
,,"apartment 4513","expanded","level 45","apartment 4513","apartments"
,,"apartment 4514","expanded","level 45","apartment 4514","apartments"
,,"Level 46","grouping","level 46","apartments"
,,"apartment 4601","expanded","apartment 4601","level 46","apartments"
,,"apartment 4602","expanded","apartment 4602","level 46","apartments"
,,"apartment 4603","expanded","apartment 4603","level 46","apartments"
,,"apartment 4604","expanded","apartment 4604","level 46","apartments"
,,"apartment 4605","expanded","apartment 4605","level 46","apartments"
,,"apartment 4606","expanded","apartment 4606","level 46","apartments"
,,"apartment 4607","expanded","apartment 4607","level 46","apartments"
,,"apartment 4608","expanded","apartment 4608","level 46","apartments"
,,"apartment 4609","expanded","apartment 4609","level 46","apartments"
,,"apartment 4610","expanded","apartment 4610","level 46","apartments"
,,"apartment 4611","expanded","level 46","apartments","apartment 4611"
,,"apartment 4612","expanded","apartment 4612","level 46","apartments"
,,"apartment 4613","expanded","apartment 4613","level 46","apartments"
,,"apartment 4614","expanded","apartment 4614","level 46","apartments"
,,"Level 47","grouping","level 47","apartments"
,,"apartment 4701","expanded","apartment 4701","level 47","apartments"
,,"apartment 4702","expanded","apartment 4702","level 47","apartments"
,,"apartment 4703","expanded","level 47","apartment 4703","apartments"
,,"apartment 4704","expanded","apartment 4704","level 47","apartments"
,,"apartment 4705","expanded","apartment 4705","level 47","apartments"
,,"apartment 4706","expanded","apartment 4706","level 47","apartments"
,,"apartment 4707","expanded","level 47","apartment 4707","apartments"
,,"apartment 4708","expanded","apartment 4708","level 47","apartments"
,,"apartment 4709","expanded","apartment 4709","level 47","apartments"
,,"apartment 4710","expanded","level 47","apartments","apartment 4710"
,,"apartment 4711","expanded","level 47","apartment 4711","apartments"
,,"apartment 4712","expanded","apartment 4712","level 47","apartments"
,,"apartment 4713","expanded","apartment 4713","level 47","apartments"
,,"apartment 4714","expanded","level 47","apartment 4714","apartments"
,,"Level 48","grouping","level 48","apartments"
,,"apartment 4801","expanded","apartment 4801","level 48","apartments"
,,"apartment 4802","expanded","level 48","apartment 4802","apartments"
,,"apartment 4803","expanded","level 48","apartment 4803","apartments"
,,"apartment 4804","expanded","level 48","apartment 4804","apartments"
,,"apartment 4805","expanded","apartment 4805","level 48","apartments"
,,"apartment 4806","expanded","level 48","apartment 4806","apartments"
,,"apartment 4807","expanded","level 48","apartment 4807","apartments"
,,"apartment 4808","expanded","level 48","apartment 4808","apartments"
,,"apartment 4809","expanded","apartment 4809","level 48","apartments"
,,"apartment 4810","expanded","level 48","apartment 4810","apartments"
,,"apartment 4811","expanded","level 48","apartment 4811","apartments"
,,"apartment 4812","expanded","apartment 4812","level 48","apartments"
,,"apartment 4813","expanded","level 48","apartment 4813","apartments"
,,"apartment 4814","expanded","level 48","apartment 4814","apartments"
,,"Level 49","grouping","level 49","apartments"
,,"apartment 4901","expanded","level 49","apartment 4901","apartments"
,,"apartment 4902","expanded","level 49","apartment 4902","apartments"
,,"apartment 4903","expanded","level 49","apartment 4903","apartments"
,,"apartment 4904","expanded","level 49","apartment 4904","apartments"
,,"apartment 4905","expanded","level 49","apartment 4905","apartments"
,,"apartment 4906","expanded","level 49","apartment 4906","apartments"
,"Columns"

